Raga,Tonic,Filename,Link,Instrument,Gender,Artist,Channel,Bandish,Start time,End time,Notes
Shobhawari,D#,Shobhawari_1,https://youtu.be/dl7a-sDQniw?si=NS59tyQF2IZeHrjL,Vocal,F,Krishna Bisht,,,,,
Shobhawari,C#,Shobhawari_2,https://youtu.be/T-hxEksWa84?si=DNsalODUBNtkWJh-,Vocal,M,Abhijith Shenoy,,,,,
Shobhawari,C#,Shobhawari_3,https://youtu.be/-CjSr8z0qeM?si=tAS3-rfAD9xgOu-B,Vocal,M,Sharad Sutaone,,,,,
Shobhawari,C#,Shobhawari_4,https://youtu.be/0dsgp3_mpBY?si=fPeMiRyPR1UysBvQ,Vocal,M,Aslam Khan,,,,,
Shobhawari,D#,Shobhawari_5,https://youtu.be/R_LySSLgurE?si=_XcpAlEPKM_U20e5,Vocal,M,Parameshwar Hegde,,,,,
Shobhawari,D#,Shobhawari_6,https://youtu.be/vi74ARwvHp0?si=5BnEF5OrDchjRy7o,Vocal,M,Kiran Hegde,,,,,
Shobhawari,E,Shobhawari_7,https://youtu.be/GCaNxB7MIe8?si=XtjWUUBYYsOIu1bi,Flute,M,Ronu Majumdar,,,,,
Shri,D#,Shri_1,,Vocal,M,Mallikarjun Mansur,CompMusic DB,,,,
Shri,D#,Shri_2,,Vocal,M,C R Vyas,CompMusic DB,,,,
Shri,D#,Shri_3,,Vocal,M,C R Vyas,CompMusic DB,,,,
Shri,D#,Shri_4,,Vocal,M,C R Vyas,CompMusic DB,,,,
Shri,D,Shri_5,,Vocal,M,Deborshee Bhattacharya,CompMusic DB,,,,
Shri,E,Shri_6,,Vocal,M,Kumar Mardur,CompMusic DB,,,,
Shri,D#,Shri_7,,Vocal,M,Omkar Dadarkar,CompMusic DB,,,,
Shri,D,Shri_8,,Vocal,M,Kaustav Kanti Ganguly,CompMusic DB,,,,
Shri,D,Shri_9,,Vocal,M,Kaustav Kanti Ganguly,CompMusic DB,,,,
Shri,D,Shri_10,,Vocal,M,Ajoy Chakraborti,CompMusic DB,,,,
Shuddha Sarang,D,Shuddha Sarang_1,,Vocal,M,Bade Ghulam Ali Khan,CompMusic DB,,,,
Shuddha Sarang,E,Shuddha Sarang_2,,Vocal,M,Basavraj Rajaguru,CompMusic DB,,,,
Shuddha Sarang,A#,Shuddha Sarang_3,,Vocal,F,Veena Sahasrabuddhe,CompMusic DB,,,,
Shuddha Sarang,C#,Shuddha Sarang_4,,Vocal,M,Pt. Jasraj,CompMusic DB,,,,
Shuddha Sarang,E,Shuddha Sarang_5,,Vocal,M,Kumar Mardur,CompMusic DB,,,,
Shuddha Sarang,D,Shuddha Sarang_6,,Vocal,M,Satyasheel Deshpande,CompMusic DB,,,,
Shuddha Sarang,D,Shuddha Sarang_7,,Vocal,M,Satyasheel Deshpande,CompMusic DB,,,,
Shuddha Sarang,D,Shuddha Sarang_8,,Vocal,M,Satyasheel Deshpande,CompMusic DB,,,,
Shuddha Sarang,F#,Shuddha Sarang_9,,Vocal,M,Kumar Gandharv,CompMusic DB,,,,
Shuddha Sarang,C#,Shuddha Sarang_10,,Vocal,M,Ajoy Chakraborti,CompMusic DB,,,,
Shuddha Basant,D#,Shuddha Basant_1,https://youtu.be/Cdwa48Ur5OE?si=4QMFrWtK4jkhThpn,Flute,M,Nityananda Haldipur,,,,,
Shuddha Basant,E,Shuddha Basant_2,https://youtu.be/ozpyGM5ELks?si=vtRxRl8or4fZijnE,Flute,M,Nityananda Haldipur,,,,,
Shuddha Basant,D,Shuddha Basant_3,https://youtu.be/b1HAE-Pi4UI?si=Ih0HvdUFwdCAtAdy,Sitar,F,Sahana Banerjee,,,,,
Shuddha Basant,D#,Shuddha Basant_4,https://youtu.be/q20uSmuKZcE?si=q9ZBnIVmIoB068Cc,Vocal,M,Venkatesh Kumar,,,,,
Shuddha Basant,D#,Shuddha Basant_5,https://youtu.be/L63NkRUwqLA?si=AIQBT80KqC61vuIa,Vocal,M,Venkatesh Kumar,,,,,
Shuddha Basant,D#,Shuddha Basant_6,https://youtu.be/jKbQiMQFVJ8?si=R70apN25Pr3x4xBK,Vocal,M,Sameehan Kashalkar,,,,,
Shuddha Basant,D,Shuddha Basant_7,https://youtu.be/X_Sf9xOKFN0?si=Lmpx7RJ_v1uNBsNa,Vocal,M,Nirmal Singh Khalsa,,,,,
Shuddha Basant,D#,Shuddha Basant_8,https://youtu.be/hysLENtHRak?si=edejYcT9OrknEPmc,Vocal,M,D V Paluskar,,,,,
Shuddha Basant,D,Shuddha Basant_9,https://youtu.be/5917dtJPdbU?si=mkOXKzum58xWuiPi,Vocal,M,Rashid Khan,,,,,
Shuddha Kalyan,G#,Shuddha Kalyan_1,Pt. Venkatesh Kumar: Raag Shuddh Kalyan,Vocal,M,Venkatesh Kumar,,,,,
Shuddha Kalyan,C#,Shuddha Kalyan_2,Pratik Shrivastava: Raag Shuddha Kalyan,Sarod,M,Pratik Shrivastava,,,,,
Shuddha Kalyan,D,Shuddha Kalyan_3,Kala Ramnath: Raag Shuddh Kalyan,Violin,F,Kala Ramnath,,,,,
Shuddha Kalyan,D,Shuddha Kalyan_4,Raga Shuddha Kalyan ~ Pandit Bhimsen Joshi ~ 1987 | VIDEO,Vocal,M,Bhimsen Joshi,,,,,
Shuddha Kalyan,D,Shuddha Kalyan_5,Raag  Shuddh Kalyan - Riyaz session,Vocal,M,Vijay Koparkar,,,,,
Shuddha Kalyan,A#,Shuddha Kalyan_6,Raga Shuddh Kalyan - Ashwini Bhide,Vocal,F,Ashwini Bhide,,,,,
Shuddha Kalyan,D,Shuddha Kalyan_7,Ustad Rashid Khan - Raga Shuddh Kalyan (Pseudo Video),Vocal,M,Rashid Khan,,,,,
Shuddha Kalyan,A#,Shuddha Kalyan_8,Raga Shuddh Kalyan,Vocal,F,Kaushiki Chakraborti,,,,,
Shuddha Kalyan,A#,Shuddha Kalyan_9,Raga Shuddh Kalyan (Khyal in Vilambit Teental),Vocal,F,Kishori Amonkar,,,,,
Shuddha Kalyan,D#,Shuddha Kalyan_10,Raga Shudh Kalyan (Vilambit and Drut Bandish),Vocal,M,Bhimsen Joshi,,,,,
Shyam Kalyan,D#,Shyam Kalyan_1,Ustd Rashid Khan |  Raag Shyam Kalyan | Sagarika Classical,Vocal,M,Rashid Khan,,,,,
Shyam Kalyan,D#,Shyam Kalyan_2,Raag Shyam Kalyan (LIVE) - Pt. Rajan Sajan Mishra || श्याम कल्याण - पं राजन-साजन मिश्रा ||,Vocal,M,Rajan Sajan Mishra,,,,,
Shyam Kalyan,A,Shyam Kalyan_3,Pournima Dhumale: Raag Shyam Kalyan,Vocal,F,Pournima Dhumale,,,,,
Shyam Kalyan,C#,Shyam Kalyan_4,"Raga Shyam Kalyan | Pt. Jnan Prakash Ghosh, Pt. V.G. Jog | Indian Classical Instrumental Music",Violin,M,Jnan Prakash Ghosh,,,,,
Shyam Kalyan,B,Shyam Kalyan_5,Abhishek Borkar: Raag Shyam Kalyan,Sarod,M,Abhishek Borkar,,,,,
Shyam Kalyan,G#,Shyam Kalyan_6,Quintessential Dr Prabha Atre | Raag Shyam Kalyan | Music of India,Vocal,F,Prabha Atre,,,,,
Shyam Kalyan,A#,Shyam Kalyan_7,Raga - Shyam Kalyan II Episode 13 || 1001 Bandishes of the Great Maestros || Manali Bose,Vocal,F,Manali Bose,1001 Bandishes,,,,
Shyam Kalyan,A#,Shyam Kalyan_8,https://youtu.be/OPGSp5_c9oE?si=9YPhbU20FqlC1DaP,Vocal,F,Kaushiki Chakraborti,,,,,
Shyam Kalyan,G#,Shyam Kalyan_9,Shubha Mudgal - Raga Shyam Kalyan | Mesmerizing Evening Raga | Hindustani Classical Performance,Vocal,F,Shubha Mudgal,,,,,
Shyam Kalyan,D,Shyam Kalyan_10,https://youtu.be/5dSovYRaA-4?si=1MCDjsMmJYFDa08e,Vocal,M,Sudeepto Chakraborti,,,,,
Sindhura,D,Sindhura_1,https://youtu.be/OzH99ZAg8rI?si=2Tn_OMJtM21a-3Np,Vocal,M,Ghulama Mustafa Khan,,,,,
Sindhura,F#,Sindhura_2,https://youtu.be/OfqIS1fjWUw?si=X9FfOgyuOkSnG6tX,Vocal,M,Kumar Gandharv,,,,,
Sindhura,D,Sindhura_3,https://youtu.be/xPMLVu5BT1U?si=JDSVmvvd8uolCFB2,Vocal,M,Siya Ram Tiwari,,,,,
Sindhura,D,Sindhura_4,https://youtu.be/1or-E1TFiJE?si=GOcBzsYqxgXCFkJe,Vocal,M,Vilayat Hussain Khan,,,,,horrible recording
Sindhura,D#,Sindhura_5,https://youtu.be/_2slKklnztQ?si=OqFyIY6tCs94A78Z,Vocal,M,Ulhas Kashalkar,,,,,
Sindhura,G#,Sindhura_6,https://youtu.be/1oPpsh5QmWg?si=xiqeKTFau9ZW-kb7,Vocal,F,Shruti Sadolikar,,,,,
Sindhura,D#,Sindhura_7,https://youtu.be/7G_r5Toy73k?si=FVM_Xk6MBMe2G4p9,Vocal,M,Ulhas Kashalkar,,,,,
Sindhura,A,Sindhura_8,https://www.youtube.com/watch?v=64x8qcujrIo,Vocal,F,Shubhada Paradkar,,,,,
Sindhura,C#,Sindhura_9,https://youtu.be/hn7VL92G998?si=511e6mxUwoCBSSxY,Vocal,M,Bhimsen Joshi,,,,,
Sohini,D,Sohini_1,https://youtu.be/qsERm_kGpLc?si=nLbfetzlNSr6ddPi,Vocal,M,Rashid Khan,,,,,
Sohini,D#,Sohini_2,https://youtu.be/197RTHAEheI?si=eOT-Z_CxVYAaS3a7,Vocal,M,Venkatesh Kumar,,,,,
Sohini,B,Sohini_3,https://youtu.be/P3qI3_FzWwI?si=9L3D21uz_413OAhe,Vocal,F,Manali Bose,1001 Bandishes,,,,
Sohini,C#,Sohini_4,https://youtu.be/eq9UIOtidG8?si=k28B-gBmePLdXrCp,Vocal,M,Jagdish Prasad,,,,,
Sohini,E,Sohini_5,https://youtu.be/TRZJSs9J27Y?si=p7g6KhQ_xP7pdxzj,Vocal,M,Ulhas Kashalkar,,,,,
Sohini,C#,Sohini_6,https://youtu.be/0irN9vKeXl4?si=Ai8AkE4Tcp6TPKvr,Sitar,F,Roopa Panesar,,,,,
Sohini,A#,Sohini_7,https://youtu.be/o9xI0t7L4C4?si=g9IS9dLLci7Wn6HL,Vocal,F,Manali Bose,1001 Bandishes,,,,
Sohini,A#,Sohini_8,https://youtu.be/Uf2gRWGSqec?si=e3WBjB4rreszUXZx,Vocal,F,Malini Rajurkar,,,,,
Sohini,D#,Sohini_9,https://youtu.be/qy10Yq7zb3Q?si=W4C1LesJXprfug5T,Vocal,M,Rashid Khan,,,,,
Sundarkali,C,Sundarkali_1,https://youtu.be/Lw-YF125sZs?si=1aOBTZ4kwXYkUWw5,Vocal,M,Vilayat Hussain Khan,,,,,
Surdasi Malhar,D#,Surdasi Malhar_1,Raag Surdasi Malhar | Pt. Venkatesh Kumar | Hindustani Classical Vocal | Part 3/5,Vocal,M,Venkatesh Kumar,,,,,
Surdasi Malhar,D#,Surdasi Malhar_2,Raag Surdasi Malhar | Pt Rajan Sajan Mishra| Hindustani ClassicalVocal| Komal Nishad Baroda|Part 5/6,Vocal,M,Rajan Sajan Mishra,,,,,
Surdasi Malhar,D#,Surdasi Malhar_3,Ustad Rashid Khan | Anubrata Chatterjee | Raag Surdasi Malhar,Vocal,M,Rashid Khan,,,,,
Surdasi Malhar,D#,Surdasi Malhar_4,Venkatesh Kumar: Raag Sur Malhar,Vocal,M,Venkatesh Kumar,,,,,
Surdasi Malhar,E,Surdasi Malhar_5,Raag Surdasi Malhar | Dhamar | Ronu Majumdar,Flute,M,Ronu Majumdar,,,,,
Surdasi Malhar,A#,Surdasi Malhar_6,Raga Soor Malhar | Gansarasvati Kishori Amonkar | Malhar Malika,Vocal,F,Kishori Amonkar,,,,,
Surdasi Malhar,E,Surdasi Malhar_7,Pt D V Paluskar- Raag Surdasi Malhar- garajata aaye baadaravaa & baadaravaa barasana laagee,Vocal,M,D V Paluskar,,,,,
Surdasi Malhar,E,Surdasi Malhar_8,Raag Surdasi Malhar | Shri Siddhartha Belmannu |Hindustani Classical Vocal  Komal Nishad  | Part 3/6,Vocal,M,Siddhartha Belmannu,,,,,
Surdasi Malhar,D,Surdasi Malhar_9,Garjat Aaye (Sur Malhar) | Calming Music for Sleep | Pandit Bhimsen Joshi | Indian Classical Music,Vocal,M,Bhimsen Joshi,,,,,
Surdasi Malhar,D#,Surdasi Malhar_10,"Raga Surdasi Malhar ~ Pt Rajan & Sajan Mishra ~ Malhar Utsav, Baroda (1998)",Vocal,M,Rajan Sajan Mishra,,,,,
Tilak Kamod,D#,Tilak Kamod_1,https://youtu.be/wioUZhifTs4?si=_tuOe1GgU9vhLUMd,Vocal,M,Venkatesh Kumar,,,,,
Tilak Kamod,F#,Tilak Kamod_2,https://youtu.be/HvKl33WjuDk?si=jzh_32t1CmIQZrZ1,Vocal,M,Anirudh Verma Collective,,,,,
Tilak Kamod,D#,Tilak Kamod_3,https://youtu.be/aRpCaJZlJ24?si=eLghjv9uTr02GZQ3,Vocal,M,Mallikarjun Mansur,,,,,
Tilak Kamod,D#,Tilak Kamod_4,https://youtu.be/buR9Wlan6Qc?si=lpg2vZ3OKv16tmP9,Vocal,M,Ulhas Kashalkar,,,,,
Tilak Kamod,G,Tilak Kamod_5,https://youtu.be/VruwVMXDUOM?si=dkLx6ghDJR6Y_PNU,Shehnai,M,Bismillah Khan,,,,,
Tilak Kamod,D#,Tilak Kamod_6,https://youtu.be/RF__Jlrnv90?si=FbrF1KGVptGn01Xq,Vocal,M,Naseerudin Saami,,,,,
Tilak Kamod,C#,Tilak Kamod_7,https://youtu.be/avRJACXZz6U?si=EEJ7gqG09BopTSAG,Sitar,F,Anupama Bhagwat,,,,,
Tilak Kamod,D,Tilak Kamod_8,https://youtu.be/3Jiv_Q-wny8?si=PwSqPSQq4Ckwbxxz,Violin,F,Kala Ramnath,,,,,
Tilang Bahar,G,Tilang Bahar_1,https://youtu.be/FnhrRwJFUHE?si=bgc84JEcEUXLNeAr,Vocal,F,Azam Bai,,,,,
Tilang Bahar,C,Tilang Bahar_2,https://youtu.be/4VQLic50xKc?si=DbkcKgzdMltq7t9x,Vocal,M,USTAD B.S. NARANG,,,,,
Tilang Bahar,B,Tilang Bahar_3,https://youtu.be/fOWsJEXA7Mo?si=2GDcMz52ieSJoKwn,Vocal,M,R V Jadhav,,,,,
Tilang Bahar,A,Tilang Bahar_4,https://youtu.be/2FOFWWkV0GQ?si=LgMakfsn_snw8BZn,Vocal,F,Bai Azam Bai,,,,,
Tilang,D,Tilang_1,https://youtu.be/hD9Z0YdRZvg?si=bTQ9ztW9Di1fgFP1,Sitar,M,Adnan Khan,,,,,
Tilang,A#,Tilang_2,https://www.youtube.com/watch?v=tsYSUJ1HCGI,Vocal,F,Kaushiki Chakraborti,,,,,
Tilang,G,Tilang_3,https://youtu.be/Wa1DThe3dxA?si=DVikzGrL5sd-P78V,Vocal,F,Charulatha Mani,,,,,
Tilang,D,Tilang_4,https://youtu.be/gsMdALrFPM0?si=xouTHaA2t2vun3DM,Sitar,M,Shahid Parvez,,,,,
Tilang,G#,Tilang_5,https://youtu.be/BIuyueI0QYM?si=cKFuwtBngX4RosCr,Vocal,F,Shubha Mudgal,,,,,
Tilang,F#,Tilang_6,https://youtu.be/xB3lTXgk2dE?si=GjWE9zuR_i3fzhei,Vocal,M,Bhimsen Joshi,,,,,
Tilang,D,Tilang_7,https://youtu.be/mRnjvQBzhqA?si=OHDH2cxyWa4OHu8B,Vocal,M,Sanjay Subrahamanyan,,,,,
Tilang,D#,Tilang_8,https://youtu.be/OXOh4xiZYo4?si=Gb2ekmwKJdsD92mA,Vocal,M,raghunandan panshikar,,,,,
Tilang,D,Tilang_9,https://youtu.be/l4I7XyxDJVY?si=Fb_8xlxwb4tHJGF-,Vocal,M,Omkar Dadarkar,,,,,
Todi,D#,Todi_1,,Vocal,M,Bhimsen Joshi,CompMusic DB,,,,
Todi,F,Todi_2,,Vocal,M,Kaivalyakumar,CompMusic DB,,,,
Todi,A#,Todi_3,,Vocal,F,Prabha Atre,CompMusic DB,,,,
Todi,D#,Todi_4,,Vocal,M,"Rajnish Mishra, Ritesh Mishra",CompMusic DB,,,,
Todi,C#,Todi_5,,Vocal,M,Amir Khan,CompMusic DB,,,,
Todi,A#,Todi_6,,Vocal,F,Kishori Amonkar,CompMusic DB,,,,
Todi,A#,Todi_7,,Vocal,F,Veena Sahasrabuddhe,CompMusic DB,,,,
Todi,C#,Todi_8,,Vocal,M,Pt. Jasraj,CompMusic DB,,,,
Todi,F#,Todi_9,,Vocal,M,Kumar Gandharv,CompMusic DB,,,,
Todi,D#,Todi_10,,Vocal,M,Omkar Dadarkar,CompMusic DB,,,,
Yaman Kalyan,D,Yaman Kalyan_1,,Vocal,M,Bhimsen Joshi,CompMusic DB,,,,
Yaman Kalyan,C#,Yaman Kalyan_2,,Vocal,M,Bhimsen Joshi,CompMusic DB,,,,
Yaman Kalyan,D#,Yaman Kalyan_3,,Vocal,M,Shashank Maktedar,CompMusic DB,,,,
Yaman Kalyan,D,Yaman Kalyan_4,,Vocal,M,Jagdish Prasad,CompMusic DB,,,,
Yaman Kalyan,A,Yaman Kalyan_5,,Vocal,F,Prabha Atre,CompMusic DB,,,,
Yaman Kalyan,C#,Yaman Kalyan_6,,Vocal,M,Abdul Rashid Khan,CompMusic DB,,,,
Yaman Kalyan,A#,Yaman Kalyan_7,,Vocal,F,Veena Sahasrabuddhe,CompMusic DB,,,,
Yaman Kalyan,D#,Yaman Kalyan_8,,Vocal,M,Omkar Dadarkar,CompMusic DB,,,,
Yaman Kalyan,A,Yaman Kalyan_9,,Vocal,F,Hirabai Barodekar,CompMusic DB,,,,
Yaman Kalyan,C#,Yaman Kalyan_10,,Vocal,M,Ajoy Chakraborti,CompMusic DB,,,,
Zila Kafi,D#,Zila Kafi_1,https://youtu.be/D9HT06jcZXI?si=D3fdG_uHQho9-H4E,Vocal,M,Bhimsen Joshi,,,,,
